hn,date_of_submission,species,submitted_sample,vitek_id,bacteria_genus,report_issued_date,type,ans_amikacin,ans_amoxicillin/clavulanic acid,ans_azithromycin,ans_cefalexin,ans_cefazolin,ans_cefovecin,ans_clindamycin,ans_doxycycline,ans_enrofloxacin,ans_fluconazole,ans_fosfomycin,ans_gentamicin,ans_imipenem,ans_marbofloxacin,ans_minocycline,ans_nitrofurantoin,ans_pradofloxacin,ans_rifampicin,ans_trimethoprim/sulfamethoxazole,ans_vancomycin,S/I/R_amikacin,S/I/R_amoxicillin/clavulanic acid,S/I/R_benzylpenicillin,S/I/R_cefalotin,S/I/R_cefovecin,S/I/R_cefoxitin screen,S/I/R_cefpodoxime,S/I/R_chloramphenicol,S/I/R_clindamycin,S/I/R_doxycycline,S/I/R_enrofloxacin,S/I/R_erythromycin,S/I/R_florfenicol,S/I/R_fusidic acid,S/I/R_gentamicin,S/I/R_inducible clindamycin resistance,S/I/R_marbofloxacin,S/I/R_minocycline,S/I/R_mupirocin,S/I/R_nitrofurantoin,S/I/R_oxacillin,S/I/R_pradofloxacin,S/I/R_rifampicin,S/I/R_tetracycline,S/I/R_trimethoprim/sulfamethoxazole,S/I/R_vancomycin,id
5900001,2016-09-06,dog,bladder mucosa,GP,staphylococcus,2016-09-12,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,R,S,,R,R,,S,R,-,R,,,S,R,,S,R,R,S,3529
5900090,2016-09-26,dog,folliculitis,GP,staphylococcus,2016-10-05,train,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,R,S,S,3530
5900187,2016-11-22,dog,urine,GP,staphylococcus,2016-11-24,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,R,R,S,R,-,R,R,R,,R,R,,S,S,-,R,,,S,R,,S,R,R,S,3531
5900368,2016-09-12,dog,urine,GP,staphylococcus,2016-09-16,train,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,I,S,S,,R,S,,I,S,-,R,,,S,S,,S,R,S,S,3532
5900428,2016-09-20,dog,ub mucosa,GP,staphylococcus,2016-09-26,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,R,-,I,R,S,,R,R,,S,R,-,R,,,S,R,,S,R,R,S,3533
5900450,2016-07-11,dog,crust,GP,staphylococcus,2016-07-17,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,S,R,S,S,-,S,S,R,,R,R,,S,S,-,R,,,S,R,,S,R,R,S,3534
5900619,2016-09-27,dog,ub mucosa,GP,staphylococcus,2016-10-06,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,S,R,S,S,-,I,S,R,,R,R,,S,R,-,R,,,S,R,,S,R,R,S,3535
5900846,2016-10-31,dog,ear exudate,GP,staphylococcus,2016-11-03,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,R,-,S,R,R,,R,R,,S,I,-,R,,,S,R,,S,R,R,S,3536
5900972,2016-10-15,dog,crust,GP,staphylococcus,2016-10-21,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,R,R,-,I,R,R,,R,R,,S,S,-,R,,,S,S,,S,R,S,S,3537
5900992,2016-10-16,dog,urine,GP,staphylococcus,2016-10-19,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3538
5901109,2016-08-11,dog,urine,GP,staphylococcus,2016-08-18,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,R,S,R,-,R,S,R,,R,R,,S,R,-,R,,,S,R,,R,R,S,S,3539
5901117,2016-09-29,dog,surgical site,GP,staphylococcus,2016-10-06,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,,S,I,-,S,S,R,,S,R,,S,R,-,S,,,S,S,,S,R,S,S,3540
5901179,2016-10-12,dog,surgical site,GP,staphylococcus,2016-10-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,R,-,I,R,R,,R,R,,S,I,-,R,,,S,R,,S,R,R,S,3541
5901256,2016-10-21,dog,crust from skin,GP,staphylococcus,2016-10-27,train,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,,S,R,S,S,-,S,S,R,,S,R,,S,S,-,S,,,S,R,,S,R,S,S,3542
5901329,2016-10-30,dog,crust from skin,GP,staphylococcus,2016-11-02,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,I,R,S,,R,R,,S,R,-,R,,,S,R,,S,R,R,S,3543
59101445,2016-10-16,dog,skin swab,GP,staphylococcus,2016-10-21,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,R,R,,R,R,,S,R,-,R,,,S,S,,S,R,R,S,3544
5902734,2016-11-14,dog,crust,GP,staphylococcus,2016-11-17,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,R,S,,R,R,,S,S,-,R,,,S,S,,S,R,R,S,3545
5902841,2016-09-03,dog,opened wound,GP,staphylococcus,2016-09-08,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,R,-,S,R,S,,R,R,,S,I,-,R,,,S,R,,S,R,S,S,3546
5903029,2016-09-26,dog,chronic wound,GP,staphylococcus,2016-09-29,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,R,R,,R,R,,S,R,-,R,,,S,S,,S,R,R,S,3547
5903071,2016-09-06,dog,opened wound,GP,micrococcus,2016-09-12,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,-,,,,,,,,,,-,,,,,,,,,,,3548
5903659,2016-09-07,dog,pus,GP,staphylococcus,2016-09-17,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3549
5904118,2016-09-01,dog,ub mucosa,GP,staphylococcus,2016-09-12,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3550
5904892,2016-07-15,dog,mass,GP,staphylococcus,2016-07-23,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,,S,S,,S,S,R,,S,R,,S,S,-,S,,,S,S,,S,R,S,S,3551
5904911,2016-07-25,dog,urine,GP,staphylococcus,2016-07-28,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,S,R,S,R,,I,S,S,,I,R,,S,S,+,R,,,S,R,,S,R,R,S,3552
5905056,2016-12-05,cat,abdominal fluid,GP,staphylococcus,2016-12-21,train,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,3553
5905219,2016-07-29,dog,urine,GP,staphylococcus,2016-08-04,train,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,R,S,,S,R,,S,I,-,S,,,S,S,,S,R,R,S,3554
5905219,2016-07-29,dog,ub mucosa,GP,staphylococcus,2016-08-04,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,R,S,,S,R,,S,I,-,S,,,S,S,,S,R,R,S,3555
5905276,2016-07-26,dog,urine,GP,staphylococcus,2016-08-01,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,R,S,,R,R,,S,S,-,R,,,S,S,,S,R,R,S,3556
5905623,2016-07-20,dog,urine,GP,staphylococcus,2016-07-23,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,S,R,S,S,,S,R,S,,R,R,,S,R,-,R,,,S,R,,S,R,R,S,3557
5906034,2016-07-12,cat,opened wound,GP,staphylococcus,2016-07-28,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,R,R,I,R,-,R,S,S,,R,I,,S,R,+,R,,,S,R,,S,R,S,S,3558
5906034,2016-08-15,cat,crust from skin,GP,staphylococcus,2016-08-18,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,R,I,R,-,R,S,S,,R,R,,S,R,-,R,,,S,R,,S,R,S,S,3559
5906034,2016-09-07,cat,opened wound,GP,staphylococcus,2016-09-12,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,R,,R,R,,S,R,-,R,,,S,R,,S,R,R,S,3560
5906034,2016-12-22,cat,urine,GP,staphylococcus,2016-12-27,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,I,S,,,S,-,S,,,S,S,,S,R,S,S,3561
5906180,2016-10-13,dog,urine,GP,staphylococcus,2016-10-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,S,R,I,S,-,S,S,S,,R,S,,S,R,-,R,,,S,R,,S,R,R,S,3562
5906297,2016-09-23,dog,urine,GP,unknown,2016-10-05,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,-,,,,,,,,,,-,,,,,,,,,,,3563
5906366,2016-09-14,dog,urine,GP,staphylococcus,2016-09-17,train,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3564
5906799,2016-09-14,dog,urine,GP,staphylococcus,2016-09-17,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,R,,R,R,,S,R,-,R,,,S,R,,S,R,R,S,3565
5907085,2016-08-16,dog,surgical site,GP,staphylococcus,2016-08-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,S,R,S,S,-,S,S,R,,R,R,,S,I,-,R,,,S,R,,S,R,R,S,3566
5907744,2016-10-31,dog,bone,GP,staphylococcus,2016-11-04,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,R,R,R,R,+,R,S,R,,R,R,,S,I,-,R,,,S,R,,S,R,R,S,3567
5907754,2016-09-08,dog,urine,GP,staphylococcus,2016-09-17,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3568
5907876,2016-09-21,dog,opened wound,GP,staphylococcus,2016-09-23,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,R,S,,R,R,,S,S,-,R,,,S,R,,S,R,R,S,3569
5908066,2016-08-10,dog,crust from skin,GP,staphylococcus,2016-08-11,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3570
5908162,2016-10-29,dog,oral exudate,GP,staphylococcus,2016-11-03,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,R,R,,R,R,,S,I,-,R,,,S,R,,S,R,R,S,3571
5908340,2016-12-12,dog,exudate,GP,staphylococcus,2016-12-15,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3572
5908621,2016-07-12,dog,crust from skin,GP,staphylococcus,2016-07-17,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,R,R,,S,I,+,R,,,S,S,,S,R,R,S,3573
5909031,2016-10-28,dog,opened wound,GP,staphylococcus,2016-11-02,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,R,R,,S,S,-,R,,,S,R,,S,R,R,S,3574
5910114,2016-08-19,dog,pus,GP,staphylococcus,2016-08-24,train,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3575
5910245,2016-09-05,dog,pus,GP,staphylococcus,2016-09-08,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,R,S,S,3576
5910261,2016-07-26,cat,urine,GP,staphylococcus,2016-08-02,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,S,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3577
5910425,2016-08-11,cat,ub mucosa,GP,staphylococcus,2016-08-18,train,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,S,R,S,I,-,S,S,R,,R,R,,S,I,-,R,,,S,R,,S,R,R,S,3578
5910425,2016-09-12,cat,urine,GP,enterococcus,2016-09-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,,R,R,,R,-,,S,R,,R,R,,,,-,R,,,S,,,,R,R,S,3579
5910465,2016-07-13,cat,urine,GP,unknown,2016-08-01,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,3580
5910610,2016-12-01,dog,exudate,GP,staphylococcus,2016-12-08,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,I,R,,S,I,+,R,,,S,R,,S,R,R,S,3581
5910527,2016-07-13,dog,opened wound,GP,staphylococcus,2016-07-28,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,S,S,,S,S,S,,R,S,,S,S,-,R,,,S,S,,S,R,S,S,3582
5910768,2016-07-12,dog,ub mucosa,GP,staphylococcus,2016-07-28,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,S,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,R,S,S,3583
5910860,2016-07-12,dog,urine,GP,leuconostoc,2016-07-17,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,3584
5910873,2016-07-08,dog,renal cyst,GP,staphylococcus,2016-07-14,train,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,,S,S,S,R,-,R,S,R,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3585
5910943,2016-11-18,dog,bite wound,GP,staphylococcus,2016-11-23,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,R,,S,R,,S,S,-,S,,,S,S,,S,R,R,S,3586
5910988,2016-09-23,dog,pustule,GP,staphylococcus,2016-09-28,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,R,R,S,R,-,I,S,R,,R,R,,S,I,-,R,,,S,R,,S,R,R,S,3587
5910988,2016-09-23,dog,chowder,GP,staphylococcus,2016-09-28,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,R,S,,S,S,-,R,,,S,R,,S,R,R,S,3588
5910988,2016-08-05,dog,urine,GP,staphylococcus,2016-08-04,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,,S,R,S,S,-,S,S,S,,R,S,,S,I,-,R,,,S,R,,S,R,R,S,3589
5910988,2016-09-23,dog,kirin feline: panniculitis,GP,staphylococcus,2016-09-28,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,S,S,-,S,S,S,,S,S,,S,S,-,S,,,S,S,,S,S,S,S,3590
5910989,2016-10-03,dog,crust,GP,staphylococcus,2016-10-06,train,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,,S,,I,R,-,R,S,R,,I,S,,S,S,-,S,,,S,R,,R,S,S,S,3591
5910989,2016-09-05,dog,surgical site,GP,staphylococcus,2016-09-08,train,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,,S,S,S,R,+,R,S,S,,S,S,,I,S,-,S,,,S,R,,R,S,S,S,3592
5910989,2016-09-14,dog,furunculosis,GP,staphylococcus,2016-09-19,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,I,-,S,S,R,,R,R,,S,I,-,R,,,S,R,,S,R,R,S,3593
5911066,2016-10-24,dog,urine,GP,staphylococcus,2016-10-28,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,R,I,,S,R,-,R,,,S,S,,S,R,R,S,3594
5911151,2016-07-10,dog,swab,GP,staphylococcus,2016-07-17,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,S,R,S,R,+,R,S,R,,R,R,,I,S,-,R,,,S,R,,S,R,S,S,3595
5911236,2016-07-11,dog,urine,GP,staphylococcus,2016-07-17,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,S,S,-,S,R,S,,S,R,,S,I,-,S,,,S,S,,S,R,R,S,3596
5911279,2016-07-12,cat,opened wound,GP,staphylococcus,2016-07-17,train,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,I,S,I,,S,S,,I,S,-,S,,,S,S,,S,S,S,S,3597
5911680,2016-07-21,dog,ub mucosa,GP,enterococcus,2016-07-28,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,,R,,,S,R,,S,R,,,,,S,,,S,,,,R,R,S,3598
5911800,2016-08-25,dog,crust from skin,GP,staphylococcus,2016-08-31,train,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,,S,R,S,,S,R,,S,S,-,S,,,S,S,,S,S,R,S,3599
5911847,2016-07-31,dog,urine,GP,kocuria,2016-08-04,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,,,,,,-,,,,,,,,,,,,,,,,,,,,,3600
5911918,2016-07-25,cat,urine,GP,staphylococcus,2016-08-04,train,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,,R,R,R,R,+,R,R,R,,R,R,,S,S,-,R,,,S,R,,R,R,S,S,3601
5911922,2016-12-13,dog,urine,GP,staphylococcus,2016-12-19,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,S,S,,S,S,-,S,,S,S,S,,S,R,S,S,3602
5911938,2016-08-10,cat,urine,GP,staphylococcus,2016-08-11,train,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,,S,S,R,R,+,S,S,R,,S,I,,I,S,-,S,,,S,R,,I,S,S,S,3603
5912074,2016-07-30,dog,urine,GP,staphylococcus,2016-08-04,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,R,S,,S,S,-,R,,,S,S,,S,R,S,S,3604
5912074,2016-07-30,dog,urine,GP,staphylococcus,2016-08-04,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,S,,R,S,,S,S,-,R,,,S,S,,S,R,S,S,3605
5912269,2016-08-02,dog,bite wound,GP,staphylococcus,2016-08-08,train,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,R,S,,R,R,,S,R,-,R,,S,S,S,,S,R,R,R,3606
5912352,2016-08-01,dog,urine,GP,aerococcus,2016-08-04,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,-,,,,,,,,,,,,,,,,,,,,,3607
5912352,2016-08-01,dog,ub mucosa,GP,aerococcus,2016-08-04,train,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,,,,,-,,,,,,,,,,,,,,,,,,,,,3608
5912504,2016-08-08,dog,pus,GP,staphylococcus,2016-08-15,train,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,,S,R,S,S,-,S,S,R,,R,R,,S,I,-,R,,S,S,S,,S,R,R,S,3609
5912530,2016-08-04,dog,urine,GP,staphylococcus,2016-08-10,train,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,,S,R,S,S,+,S,S,R,,S,S,,S,S,-,S,,,S,R,,S,S,S,S,3610
5912538,2016-12-07,dog,surgical site,GP,staphylococcus,2016-12-16,train,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,R,R,R,R,+,R,S,R,,I,R,,S,R,-,R,,,S,R,,S,R,S,S,3611
5912784,2016-08-09,cat,ub mucosa,GP,enterococcus,2016-08-15,train,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,S,,R,,,S,R,,I,I,,,,,S,,,S,,,,S,R,S,3612
5912854,2016-09-11,dog,opened wound,GP,staphylococcus,2016-09-17,train,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,,S,S,-,S,S,S,,R,S,,S,S,-,R,,,S,S,,S,R,S,S,3613
5912914,2016-10-04,cat,ub mucosa,GP,staphylococcus,2016-10-10,train,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,,S,R,S,S,-,S,S,R,,R,R,,S,R,-,R,,,S,S,,S,R,R,S,3614
